CPU Time,Time,AccX(G),AccY(G),AccZ(G),Ambient(degC),Humidity(%),Pressure(hPa),Acquisition Frequency,V_bat_1,V_bat_2,I_bat,T_bat_1,T_bat_2,Ambient_Temp,SoC_value
1638891569.0039568,2021-12-07 10:39:29.003917,-0.193,0.005,1.007,19.519,18.116,1011.217,30.156,24.357,12.167,3.504,22.702,22.801,23.287,46.189
1638891570.0038636,2021-12-07 10:39:30.003806,-0.205,-0.064,1.001,19.519,18.116,1011.217,31.303,24.225,12.104,7.047,23.143,23.269,23.555,46.189
1638891571.0387487,2021-12-07 10:39:31.038714,-0.084,0.135,0.882,19.521,17.315,1011.211,15.229,24.071,12.036,10.755,23.71,23.87,23.9,46.189
1638891572.0364006,2021-12-07 10:39:32.036316,0.004,0.116,1.260,19.521,17.315,1011.211,16.043,24.027,12.013,10.92,23.836,24.004,23.977,46.189
1638891573.010075,2021-12-07 10:39:33.010024,-0.031,0.030,1.020,19.521,17.315,1011.211,28.656,24.159,12.076,6.47,23.269,23.402,23.632,46.189
1638891574.0090756,2021-12-07 10:39:34.009040,-0.126,0.003,1.014,19.521,17.315,1011.211,30.513,24.291,12.138,2.927,22.639,22.734,23.249,46.189
1638891575.0133784,2021-12-07 10:39:35.013330,-0.110,0.032,1.008,19.521,17.315,1011.211,27.849,24.412,12.201,0.208,22.135,22.2,22.942,46.189
1638891576.054244,2021-12-07 10:39:36.054161,-0.101,0.033,1.001,19.494,16.504,1011.225,13.232,24.423,12.207,0.95,22.009,22.066,22.866,46.189
1638891577.0428677,2021-12-07 10:39:37.042821,-0.105,0.037,1.004,19.494,16.504,1011.225,15.822,24.445,12.218,0.62,21.757,21.799,22.713,46.189
1638891578.018741,2021-12-07 10:39:38.018699,-0.100,0.041,1.002,19.494,16.504,1011.225,26.420,24.456,12.224,0.702,21.694,21.732,22.674,46.189
1638891579.0299132,2021-12-07 10:39:39.029869,-0.104,0.040,1.008,19.494,16.504,1011.225,20.911,24.467,12.224,0.702,21.631,21.666,22.636,46.189
1638891580.0189064,2021-12-07 10:39:40.018862,-0.104,0.038,1.012,19.494,16.504,1011.225,28.061,24.478,12.23,0.702,21.568,21.599,22.598,46.189
1638891581.045593,2021-12-07 10:39:41.045549,-0.103,0.041,1.015,19.494,16.504,1011.225,16.359,24.489,12.235,0.702,21.379,21.398,22.483,46.189
1638891582.0522768,2021-12-07 10:39:42.052225,-0.102,0.034,1.017,19.413,15.735,1011.231,14.968,24.5,12.235,0.702,21.253,21.265,22.406,46.189
1638891583.024501,2021-12-07 10:39:43.024452,-0.100,0.040,1.017,19.413,15.735,1011.231,26.329,24.5,12.235,0.702,21.19,21.198,22.368,46.189
1638891584.024707,2021-12-07 10:39:44.024662,-0.102,0.046,1.006,19.413,15.735,1011.231,27.021,24.5,12.235,0.702,21.064,21.064,22.291,46.189
1638891585.0207841,2021-12-07 10:39:45.020749,-0.103,0.037,0.999,19.413,15.735,1011.231,31.213,24.511,12.241,0.702,21.001,20.998,22.253,46.189
1638891586.0409653,2021-12-07 10:39:46.040900,-0.103,0.035,1.005,19.413,15.735,1011.231,19.490,24.522,12.247,0.702,20.938,20.931,22.215,46.189
1638891587.0539422,2021-12-07 10:39:47.053897,-0.105,0.040,1.010,19.281,15.168,1011.214,15.805,24.533,12.247,0.702,20.875,20.864,22.177,46.189
1638891588.0259695,2021-12-07 10:39:48.025930,-0.112,0.029,1.009,19.281,15.168,1011.214,29.225,24.533,12.241,0.702,20.812,20.797,22.138,46.189
1638891589.0310585,2021-12-07 10:39:49.031008,-0.111,0.040,0.993,19.281,15.168,1011.214,26.233,24.533,12.247,0.785,20.749,20.73,22.1,46.189
1638891590.030394,2021-12-07 10:39:50.030348,-0.132,0.046,0.987,19.281,15.168,1011.214,27.566,24.511,12.241,1.279,20.749,20.73,22.1,46.189
1638891591.030671,2021-12-07 10:39:51.030640,-0.066,0.064,0.951,19.281,15.168,1011.214,28.338,24.39,12.19,5.317,21.253,21.265,22.406,46.189
1638891592.0549967,2021-12-07 10:39:52.054963,-0.129,0.066,1.030,19.109,14.775,1011.197,17.057,24.192,12.098,10.343,22.072,22.133,22.904,46.189
1638891593.0319815,2021-12-07 10:39:53.031940,-0.339,-0.012,1.018,19.109,14.775,1011.197,28.811,24.027,12.024,13.804,22.765,22.868,23.326,46.188
1638891594.0318806,2021-12-07 10:39:54.031839,-0.081,-0.041,0.988,19.109,14.775,1011.197,29.924,23.983,12.013,13.062,22.765,22.868,23.326,46.188
1638891595.0326526,2021-12-07 10:39:55.032615,-0.091,0.130,1.109,19.109,14.775,1011.197,30.301,24.071,12.047,9.931,22.387,22.467,23.096,46.188
1638891596.0323472,2021-12-07 10:39:56.032310,-0.119,0.085,0.965,19.109,14.775,1011.197,31.705,24.115,12.076,8.118,22.135,22.2,22.942,46.188
1638891597.065175,2021-12-07 10:39:57.065128,-0.114,0.038,0.996,18.920,14.461,1011.180,15.833,24.137,12.081,7.624,22.072,22.133,22.904,46.188
1638891598.0423384,2021-12-07 10:39:58.042212,-0.062,-0.033,1.103,18.920,14.461,1011.180,25.521,24.181,12.098,6.47,21.946,22.0,22.828,46.188
1638891599.0373971,2021-12-07 10:39:59.037360,-0.193,-0.072,1.036,18.920,14.461,1011.180,30.080,24.214,12.116,5.894,21.82,21.866,22.751,46.188
1638891600.0376964,2021-12-07 10:40:00.037660,-0.054,-0.105,1.087,18.920,14.461,1011.180,30.806,24.258,12.133,4.987,21.694,21.732,22.674,46.188
1638891601.0380445,2021-12-07 10:40:01.037999,-0.095,-0.003,0.815,18.920,14.461,1011.180,31.600,24.258,12.133,5.482,21.694,21.732,22.674,46.188
1638891602.0665004,2021-12-07 10:40:02.066466,0.037,-0.103,1.039,18.742,14.336,1011.172,16.939,24.258,12.133,5.234,21.694,21.732,22.674,46.188
1638891603.0662017,2021-12-07 10:40:03.066179,-0.054,0.074,0.993,18.742,14.336,1011.172,17.297,24.28,12.144,4.658,21.568,21.599,22.598,46.188
1638891604.0437896,2021-12-07 10:40:04.043720,-0.142,-0.110,1.263,18.742,14.336,1011.172,29.003,24.313,12.161,3.751,21.442,21.465,22.521,46.188
1638891605.047836,2021-12-07 10:40:05.047793,0.016,-0.007,1.343,18.742,14.336,1011.172,26.743,24.357,12.19,2.598,21.19,21.198,22.368,46.188
1638891606.049455,2021-12-07 10:40:06.049395,-0.066,-0.066,1.008,18.742,14.336,1011.172,26.423,24.401,12.207,2.021,21.064,21.064,22.291,46.188
1638891607.071079,2021-12-07 10:40:07.071031,-0.119,-0.091,0.922,18.590,14.325,1011.189,17.094,24.401,12.201,2.35,21.064,21.064,22.291,46.188
1638891608.0771258,2021-12-07 10:40:08.077077,-0.091,0.020,0.977,18.590,14.325,1011.189,15.770,24.379,12.19,3.01,21.19,21.198,22.368,46.188
1638891609.053389,2021-12-07 10:40:09.053341,-0.166,-0.069,1.094,18.590,14.325,1011.189,25.985,24.368,12.19,3.092,21.19,21.198,22.368,46.188
1638891610.0495453,2021-12-07 10:40:10.049503,-0.091,-0.046,0.956,18.590,14.325,1011.189,29.929,24.423,12.207,1.856,20.938,20.931,22.215,46.188
1638891611.0505233,2021-12-07 10:40:11.050485,0.001,0.107,1.029,18.590,14.325,1011.189,30.068,24.5,12.241,0.373,20.497,20.463,21.947,46.188
1638891612.077931,2021-12-07 10:40:12.077880,0.028,0.109,1.049,18.471,14.540,1011.220,16.787,24.511,12.247,0.29,20.434,20.396,21.908,46.188
1638891613.0795662,2021-12-07 10:40:13.079530,0.138,0.027,1.592,18.471,14.540,1011.220,16.582,24.533,12.258,0.126,20.182,20.129,21.755,46.188
1638891614.0782976,2021-12-07 10:40:14.078251,-0.122,0.099,1.081,18.471,14.540,1011.220,17.201,24.489,12.241,1.444,20.371,20.33,21.87,46.188
1638891615.0551288,2021-12-07 10:40:15.055094,0.068,0.092,1.177,18.471,14.540,1011.220,29.423,24.478,12.235,1.691,20.434,20.396,21.908,46.188
1638891616.054624,2021-12-07 10:40:16.054600,-0.139,0.109,0.854,18.471,14.540,1011.220,30.862,24.346,12.184,5.811,21.001,20.998,22.253,46.188
1638891617.0594375,2021-12-07 10:40:17.059413,-0.018,0.091,1.075,18.388,14.591,1011.246,27.649,24.148,12.093,10.508,21.883,21.933,22.789,46.188
1638891618.065009,2021-12-07 10:40:18.064970,-0.176,0.152,1.006,18.388,14.591,1011.246,24.582,24.038,12.036,12.815,22.387,22.467,23.096,46.188
1638891619.0888963,2021-12-07 10:40:19.088855,-0.061,0.087,0.930,18.388,14.591,1011.246,15.750,23.906,11.979,15.122,22.891,23.002,23.402,46.188
1638891620.0849662,2021-12-07 10:40:20.084924,-0.095,0.133,1.037,18.388,14.591,1011.246,17.100,23.961,12.002,12.733,22.702,22.801,23.287,46.188
1638891621.065383,2021-12-07 10:40:21.065337,-0.046,0.098,1.000,18.388,14.591,1011.246,26.437,23.917,11.979,13.969,22.891,23.002,23.402,46.188
1638891622.0776653,2021-12-07 10:40:22.077620,-0.198,0.047,1.021,18.319,14.681,1011.275,20.444,23.961,12.002,12.568,22.702,22.801,23.287,46.188
1638891623.0722756,2021-12-07 10:40:23.072252,0.134,-0.001,1.070,18.319,14.681,1011.275,23.544,24.016,12.024,10.755,22.45,22.534,23.134,46.188
1638891624.0888004,2021-12-07 10:40:24.088767,-0.285,0.178,1.027,18.319,14.681,1011.275,17.233,24.126,12.076,7.459,22.009,22.066,22.866,46.187
1638891625.0907369,2021-12-07 10:40:25.090692,-0.142,-0.051,1.278,18.319,14.681,1011.275,16.945,24.214,12.121,5.152,21.631,21.666,22.636,46.187
1638891626.0718238,2021-12-07 10:40:26.071775,-0.275,-0.072,1.051,18.319,14.681,1011.275,25.524,24.313,12.161,3.092,21.19,21.198,22.368,46.187
1638891627.0719619,2021-12-07 10:40:27.071915,-0.171,0.161,0.633,18.319,14.681,1011.275,26.219,24.401,12.201,1.444,20.749,20.73,22.1,46.187
1638891628.0719185,2021-12-07 10:40:28.071874,-0.166,0.271,0.965,18.249,14.747,1011.288,27.326,24.313,12.161,5.317,21.064,21.064,22.291,46.187
1638891629.0998065,2021-12-07 10:40:29.099759,-0.326,0.093,0.869,18.249,14.747,1011.288,15.773,23.873,11.962,19.325,22.702,22.801,23.287,46.187
1638891630.1011562,2021-12-07 10:40:30.101109,-0.272,-0.124,1.139,18.249,14.747,1011.288,15.733,23.532,11.802,28.306,24.025,24.204,24.091,46.187
1638891631.0815578,2021-12-07 10:40:31.081524,-0.058,0.027,0.976,18.249,14.747,1011.288,23.258,23.4,11.739,30.778,24.529,24.738,24.398,46.187
1638891632.0736003,2021-12-07 10:40:32.073563,-0.028,0.170,0.960,18.249,14.747,1011.288,29.423,23.686,11.876,20.231,23.458,23.603,23.747,46.187
1638891633.073786,2021-12-07 10:40:33.073745,-0.007,0.097,0.999,18.155,14.664,1011.318,30.270,23.994,12.013,11.002,22.387,22.467,23.096,46.187
1638891634.0931368,2021-12-07 10:40:34.093091,-0.148,0.128,1.035,18.155,14.664,1011.318,19.522,24.082,12.053,9.107,22.009,22.066,22.866,46.187
1638891635.1053572,2021-12-07 10:40:35.105305,-0.045,0.089,0.827,18.155,14.664,1011.318,16.042,24.027,12.03,11.25,22.261,22.334,23.019,46.187
1638891636.103065,2021-12-07 10:40:36.103020,-0.165,-0.044,0.944,18.155,14.664,1011.318,16.947,23.928,11.985,14.381,22.576,22.668,23.211,46.187
1638891637.083182,2021-12-07 10:40:37.083136,-0.089,0.045,1.097,18.155,14.664,1011.318,26.409,23.873,11.956,15.782,22.891,23.002,23.402,46.187
1638891638.0796225,2021-12-07 10:40:38.079588,-0.139,0.018,0.838,18.046,14.556,1011.335,30.194,23.917,11.979,14.216,22.639,22.734,23.249,46.187
1638891639.1157668,2021-12-07 10:40:39.115737,-0.172,0.064,1.292,18.046,14.556,1011.335,14.660,23.917,11.979,14.134,22.639,22.734,23.249,46.186
1638891640.1073434,2021-12-07 10:40:40.107311,-0.127,-0.046,0.983,18.046,14.556,1011.335,16.981,23.928,11.985,13.804,22.576,22.668,23.211,46.186
1638891641.1083982,2021-12-07 10:40:41.108346,-0.083,0.081,0.898,18.046,14.556,1011.335,16.952,23.862,11.956,15.946,22.828,22.935,23.364,46.186
1638891642.1197984,2021-12-07 10:40:42.119754,-0.243,0.157,1.266,18.046,14.556,1011.335,14.410,23.917,11.979,13.969,22.576,22.668,23.211,46.186
1638891643.096187,2021-12-07 10:40:43.096140,-0.107,0.028,0.987,17.898,14.471,1011.355,22.386,23.895,11.967,14.958,22.576,22.668,23.211,46.186
1638891644.0862765,2021-12-07 10:40:44.086232,-0.168,0.021,0.867,17.898,14.471,1011.355,29.702,23.95,11.996,13.392,22.324,22.4,23.057,46.186
1638891645.0853665,2021-12-07 10:40:45.085338,-0.199,0.047,1.111,17.898,14.471,1011.355,31.430,23.829,11.945,17.594,22.828,22.935,23.364,46.186
1638891646.1178555,2021-12-07 10:40:46.117806,-0.198,-0.053,1.019,17.898,14.471,1011.355,15.791,23.763,11.91,19.16,23.08,23.202,23.517,46.186
1638891647.1154122,2021-12-07 10:40:47.115366,-0.318,-0.440,1.045,17.898,14.471,1011.355,16.684,23.664,11.87,22.209,23.458,23.603,23.747,46.186
1638891648.1151273,2021-12-07 10:40:48.115052,-0.254,0.006,1.046,17.727,14.395,1011.364,17.028,23.62,11.853,23.445,23.584,23.736,23.823,46.186
1638891649.0919285,2021-12-07 10:40:49.091884,-0.127,0.091,0.934,17.727,14.395,1011.364,28.903,23.543,11.813,25.752,23.773,23.937,23.938,46.186
1638891650.096214,2021-12-07 10:40:50.096167,-0.301,0.007,1.078,17.727,14.395,1011.364,26.436,23.51,11.791,26.576,23.836,24.004,23.977,46.185
1638891651.0921197,2021-12-07 10:40:51.092076,-0.183,0.088,0.985,17.727,14.395,1011.364,30.748,23.554,11.802,25.258,23.71,23.87,23.9,46.185
1638891652.125501,2021-12-07 10:40:52.125454,-0.037,0.072,1.003,17.727,14.395,1011.364,15.425,23.653,11.848,22.291,23.395,23.536,23.709,46.185
1638891653.1205084,2021-12-07 10:40:53.120480,-0.120,-0.054,1.045,17.559,14.393,1011.364,16.997,23.719,11.893,20.149,23.08,23.202,23.517,46.185
1638891654.1205504,2021-12-07 10:40:54.120523,-0.243,0.043,0.994,17.559,14.393,1011.364,17.249,23.708,11.888,20.973,23.143,23.269,23.555,46.185
1638891655.100737,2021-12-07 10:40:55.100701,-0.169,-0.049,1.117,17.559,14.393,1011.364,26.897,23.642,11.859,22.868,23.332,23.469,23.67,46.185
1638891656.098151,2021-12-07 10:40:56.098109,-0.163,0.096,0.887,17.559,14.393,1011.364,29.888,23.598,11.842,24.269,23.521,23.67,23.785,46.185
1638891657.1364193,2021-12-07 10:40:57.136374,-0.171,0.030,1.077,17.559,14.393,1011.364,14.152,23.587,11.842,24.763,23.521,23.67,23.785,46.185
1638891658.1345012,2021-12-07 10:40:58.134446,-0.175,0.061,1.083,17.386,14.469,1011.341,14.759,23.598,11.848,24.351,23.521,23.67,23.785,46.185
1638891659.1067524,2021-12-07 10:40:59.106701,-0.172,0.099,0.860,17.386,14.469,1011.341,25.695,23.576,11.831,25.67,23.584,23.736,23.823,46.184
1638891660.1116343,2021-12-07 10:41:00.111587,-0.327,0.075,0.840,17.386,14.469,1011.341,23.417,23.554,11.819,26.246,23.647,23.803,23.862,46.184
1638891661.1196342,2021-12-07 10:41:01.119552,-0.197,0.120,1.079,17.386,14.469,1011.341,20.198,23.477,11.779,28.718,23.836,24.004,23.977,46.184
1638891662.108414,2021-12-07 10:41:02.108369,-0.023,0.137,1.217,17.386,14.469,1011.341,26.946,23.554,11.819,25.34,23.458,23.603,23.747,46.184
1638891663.1376362,2021-12-07 10:41:03.137593,-0.226,0.358,1.309,17.210,14.476,1011.297,15.341,23.741,11.91,19.078,22.639,22.734,23.249,46.184
1638891664.1324568,2021-12-07 10:41:04.132410,-0.068,0.243,0.852,17.210,14.476,1011.297,16.933,23.851,11.962,16.276,22.387,22.467,23.096,46.184
1638891665.148629,2021-12-07 10:41:05.148581,-0.193,0.038,0.994,17.210,14.476,1011.297,13.461,23.906,11.985,15.37,22.198,22.267,22.981,46.184
1638891666.1080039,2021-12-07 10:41:06.107979,-0.193,0.201,0.945,17.210,14.476,1011.297,30.625,23.763,11.916,20.314,22.765,22.868,23.326,46.184
1638891667.1145437,2021-12-07 10:41:07.114497,-0.467,0.105,1.383,17.210,14.476,1011.297,26.597,23.741,11.905,20.726,22.765,22.868,23.326,46.183
1638891668.1143398,2021-12-07 10:41:08.114296,-0.209,0.107,1.059,17.210,14.476,1011.297,27.652,23.565,11.825,26.164,23.332,23.469,23.67,46.183
1638891669.1386647,2021-12-07 10:41:09.138622,0.005,0.072,1.006,17.034,14.493,1011.263,16.817,23.708,11.893,21.302,22.765,22.868,23.326,46.183
1638891670.1180336,2021-12-07 10:41:10.117994,-0.119,0.068,1.012,17.034,14.493,1011.263,26.492,23.884,11.973,15.782,21.946,22.0,22.828,46.183
1638891671.1144638,2021-12-07 10:41:11.114428,-0.154,0.070,1.013,17.034,14.493,1011.263,30.273,24.258,12.144,4.74,20.434,20.396,21.908,46.183
1638891672.1515577,2021-12-07 10:41:12.151514,-0.149,0.079,1.016,17.034,14.493,1011.263,14.479,24.434,12.224,0.785,19.678,19.595,21.449,46.183
1638891673.1193433,2021-12-07 10:41:13.119301,-0.148,0.078,1.012,17.034,14.493,1011.263,27.902,24.467,12.235,0.867,19.615,19.528,21.41,46.183
1638891674.148074,2021-12-07 10:41:14.148024,-0.151,0.073,1.012,16.851,14.564,1011.235,15.778,24.5,12.247,0.62,19.489,19.394,21.334,46.183
1638891675.148378,2021-12-07 10:41:15.148341,-0.153,0.073,1.011,16.851,14.564,1011.235,15.966,24.511,12.252,0.62,19.426,19.328,21.296,46.183
1638891676.1199746,2021-12-07 10:41:16.119943,-0.147,0.075,1.011,16.851,14.564,1011.235,30.135,24.533,12.258,0.62,19.363,19.261,21.257,46.183
1638891677.1207354,2021-12-07 10:41:17.120694,-0.148,0.084,1.014,16.851,14.564,1011.235,30.559,24.533,12.264,0.62,19.363,19.261,21.257,46.183
1638891678.1796288,2021-12-07 10:41:18.179582,-0.154,0.080,1.016,16.851,14.564,1011.235,11.043,24.533,12.264,0.62,19.3,19.194,21.219,46.183
1638891679.1262302,2021-12-07 10:41:19.126183,-0.152,0.107,1.035,16.711,14.617,1011.214,27.828,24.544,12.27,0.702,19.3,19.194,21.219,46.183
1638891680.1582265,2021-12-07 10:41:20.158197,-0.165,0.086,1.018,16.711,14.617,1011.214,14.966,24.555,12.275,0.702,19.237,19.127,21.181,46.183
1638891681.1268146,2021-12-07 10:41:21.126773,-0.151,0.097,1.009,16.711,14.617,1011.214,29.049,24.566,12.275,0.702,19.174,19.06,21.142,46.183
1638891682.1272879,2021-12-07 10:41:22.127247,-0.156,0.071,1.010,16.711,14.617,1011.214,29.631,24.577,12.281,0.702,19.174,19.06,21.142,46.183
1638891683.1275537,2021-12-07 10:41:23.127512,-0.154,0.063,1.017,16.711,14.617,1011.214,30.362,24.577,12.287,0.702,19.174,19.06,21.142,46.183
1638891684.1275156,2021-12-07 10:41:24.127481,-0.149,0.071,0.996,16.603,14.847,1011.194,31.572,24.588,12.298,0.62,19.111,18.994,21.104,46.183
1638891685.1655586,2021-12-07 10:41:25.165516,-0.226,-0.615,0.673,16.603,14.847,1011.194,14.566,24.588,12.298,0.62,19.111,18.994,21.104,46.183
1638891686.1573129,2021-12-07 10:41:26.157266,-0.135,0.074,1.026,16.603,14.847,1011.194,16.851,24.577,12.292,0.702,19.111,18.994,21.104,46.183
1638891687.1372027,2021-12-07 10:41:27.137156,-0.254,0.069,1.001,16.603,14.847,1011.194,26.246,24.467,12.241,4.163,19.615,19.528,21.41,46.183
1638891688.133376,2021-12-07 10:41:28.133339,-0.182,0.028,0.983,16.603,14.847,1011.194,30.219,24.291,12.167,8.201,20.371,20.33,21.87,46.183
1638891689.1393805,2021-12-07 10:41:29.139337,-0.203,0.112,0.954,16.520,14.957,1011.174,26.417,24.038,12.047,15.122,21.442,21.465,22.521,46.183
1638891690.1329474,2021-12-07 10:41:30.132928,-0.021,0.069,1.038,16.520,14.957,1011.174,33.014,24.016,12.041,13.969,21.442,21.465,22.521,46.183
1638891691.1626194,2021-12-07 10:41:31.162582,0.042,0.076,1.015,16.520,14.957,1011.174,16.977,24.005,12.036,13.886,21.442,21.465,22.521,46.183
1638891692.1386347,2021-12-07 10:41:32.138604,-0.010,-0.037,1.206,16.520,14.957,1011.174,29.390,24.104,12.081,10.096,21.001,20.998,22.253,46.183
1638891693.1386297,2021-12-07 10:41:33.138540,-0.362,-0.174,1.191,16.520,14.957,1011.174,30.337,23.895,11.979,17.347,21.82,21.866,22.751,46.183
1638891694.1566098,2021-12-07 10:41:34.156565,-0.128,0.130,0.991,16.414,15.001,1011.155,20.059,23.763,11.922,20.643,22.324,22.4,23.057,46.183
1638891695.1439776,2021-12-07 10:41:35.143940,0.124,0.137,0.837,16.414,15.001,1011.155,27.754,23.631,11.859,24.598,22.828,22.935,23.364,46.182
1638891696.1693394,2021-12-07 10:41:36.169301,-0.080,0.001,0.908,16.414,15.001,1011.155,16.619,23.664,11.876,23.033,22.765,22.868,23.326,46.182
1638891697.1690738,2021-12-07 10:41:37.169034,-0.234,0.071,1.165,16.414,15.001,1011.155,16.966,23.664,11.876,22.786,22.765,22.868,23.326,46.182
1638891698.1456285,2021-12-07 10:41:38.145586,-0.186,0.084,1.066,16.414,15.001,1011.155,28.949,23.686,11.888,22.209,22.702,22.801,23.287,46.182
1638891699.145868,2021-12-07 10:41:39.145830,-0.111,0.133,1.049,16.414,15.001,1011.155,29.640,23.741,11.916,20.149,22.513,22.601,23.172,46.182
1638891700.1562755,2021-12-07 10:41:40.156129,-0.019,0.197,0.956,16.296,14.976,1011.138,23.293,23.895,11.99,15.287,21.883,21.933,22.789,46.182
1638891701.1471384,2021-12-07 10:41:41.147115,-0.187,-0.021,1.017,16.296,14.976,1011.138,30.520,23.972,12.024,13.31,21.568,21.599,22.598,46.182
1638891702.1799254,2021-12-07 10:41:42.179873,-0.068,0.105,1.064,16.296,14.976,1011.138,15.516,24.016,12.036,12.568,21.442,21.465,22.521,46.182
1638891703.1793299,2021-12-07 10:41:43.179293,-0.165,0.079,0.806,16.296,14.976,1011.138,15.920,24.005,12.036,13.062,21.505,21.532,22.559,46.182
1638891704.1516874,2021-12-07 10:41:44.151648,-0.147,-0.058,1.023,16.296,14.976,1011.138,29.204,23.961,12.007,14.381,21.694,21.732,22.674,46.182
1638891705.1514788,2021-12-07 10:41:45.151445,-0.120,0.131,0.963,16.186,15.099,1011.122,30.358,23.95,12.013,14.463,21.694,21.732,22.674,46.182
1638891706.1524138,2021-12-07 10:41:46.152382,-0.076,-0.031,0.964,16.186,15.099,1011.122,30.480,23.928,12.002,14.875,21.757,21.799,22.713,46.182
1638891707.15245,2021-12-07 10:41:47.152407,-0.140,0.108,1.071,16.186,15.099,1011.122,31.526,23.961,12.024,13.722,21.694,21.732,22.674,46.181
1638891708.1813898,2021-12-07 10:41:48.181356,-0.100,0.059,1.021,16.186,15.099,1011.122,16.795,23.972,12.03,13.474,21.631,21.666,22.636,46.181
1638891709.1817656,2021-12-07 10:41:49.181726,-0.118,0.129,1.016,16.186,15.099,1011.122,16.952,23.961,12.019,14.051,21.631,21.666,22.636,46.181
1638891710.161984,2021-12-07 10:41:50.161939,-0.121,0.113,1.051,16.084,15.183,1011.108,26.208,23.972,12.024,13.639,21.631,21.666,22.636,46.181
1638891711.1885257,2021-12-07 10:41:51.188487,-0.221,0.012,1.030,16.084,15.183,1011.108,15.754,23.961,12.019,13.804,21.694,21.732,22.674,46.181
1638891712.1627345,2021-12-07 10:41:52.162683,-0.163,0.075,0.920,16.084,15.183,1011.108,27.351,23.961,12.019,13.804,21.757,21.799,22.713,46.181
1638891713.1630492,2021-12-07 10:41:53.163002,-0.174,0.110,1.021,16.084,15.183,1011.108,28.022,23.95,12.013,13.969,21.757,21.799,22.713,46.181
1638891714.187865,2021-12-07 10:41:54.187821,-0.154,0.102,0.992,16.084,15.183,1011.108,16.825,23.939,12.007,14.463,21.757,21.799,22.713,46.181
1638891715.191682,2021-12-07 10:41:55.191638,-0.115,-0.017,0.916,15.988,15.213,1011.098,16.011,23.939,12.007,14.546,21.757,21.799,22.713,46.181
1638891716.1639767,2021-12-07 10:41:56.163937,-0.134,0.049,1.064,15.988,15.213,1011.098,29.582,23.95,12.013,14.051,21.694,21.732,22.674,46.181
