CPU Time,Time,AccX(G),AccY(G),AccZ(G),Ambient(degC),Humidity(%),Pressure(hPa),Acquisition Frequency,V_bat_1,V_bat_2,I_bat,T_bat_1,T_bat_2,Ambient_Temp,SoC_value
1633624021.6854389,2021-10-07 12:27:01.685393,-0.073,0.027,1.024,31.977,100.000,641.773,15.653,23.855,11.513,0.004,24.403,25.139,24.321,52.363
1633624022.68639,2021-10-07 12:27:02.686340,-0.076,0.023,1.025,31.977,100.000,641.773,15.676,23.814,11.487,0.17,24.529,25.34,24.551,52.363
1633624023.6938927,2021-10-07 12:27:03.693852,-0.076,0.024,1.026,31.977,100.000,641.773,14.232,23.855,11.508,0.087,24.592,25.273,24.436,52.363
1633624024.6876836,2021-10-07 12:27:04.687639,-0.072,0.023,1.024,31.977,100.000,641.773,15.842,23.845,11.513,0.087,24.403,25.206,24.436,52.363
1633624025.688726,2021-10-07 12:27:05.688684,-0.077,0.028,1.020,31.977,100.000,641.773,15.857,23.835,11.492,-0.079,24.592,25.273,24.436,52.363
1633624026.6861413,2021-10-07 12:27:06.686103,-0.078,0.024,1.021,21.534,41.074,1011.996,16.792,23.845,11.513,0.004,24.403,25.139,24.398,52.363
1633624027.6864123,2021-10-07 12:27:07.686375,-0.077,0.023,1.023,21.534,41.074,1011.996,17.016,23.824,11.492,0.087,24.403,25.34,24.474,52.363
1633624028.686989,2021-10-07 12:27:08.686960,-0.074,0.025,1.021,21.534,41.074,1011.996,17.123,23.855,11.487,0.087,24.403,25.54,24.551,52.363
1633624029.6890233,2021-10-07 12:27:09.688978,-0.075,0.024,1.020,21.534,41.074,1011.996,16.831,23.835,11.513,0.087,24.592,25.54,24.589,52.363
1633624030.6686857,2021-10-07 12:27:10.668644,-0.076,0.025,1.022,21.534,41.074,1011.996,26.285,23.855,11.492,0.004,24.277,25.273,24.398,52.363
1633624031.669274,2021-10-07 12:27:11.669228,-0.078,0.021,1.020,21.536,41.014,1012.005,26.661,23.865,11.518,0.087,24.403,25.206,24.551,52.363
1633624032.7792802,2021-10-07 12:27:12.779235,-0.079,0.025,1.017,21.536,41.014,1012.005,6.832,23.824,11.492,0.17,24.403,25.54,24.551,52.363
1633624033.775415,2021-10-07 12:27:13.775385,-0.072,0.019,1.024,21.536,41.014,1012.005,7.062,23.835,11.487,0.17,24.655,25.607,24.513,52.363
1633624034.7730675,2021-10-07 12:27:14.773021,-0.077,0.024,1.022,21.536,41.014,1012.005,7.215,23.855,11.498,0.087,24.403,25.206,24.436,52.363
