CPU Time,Time,AccX(G),AccY(G),AccZ(G),Ambient(degC),Humidity(%),Pressure(hPa),Acquisition Frequency,V_bat_1,V_bat_2,I_bat,T_bat_1,T_bat_2,Ambient_Temp,SoC_value
1633565981.5541887,2021-10-06 20:19:41.554153,-0.064,0.020,1.022,24.942,41.444,1011.613,11.878,23.855,11.492,0.17,26.671,28.813,26.351,52.363
1633565982.560729,2021-10-06 20:19:42.560686,-0.066,0.024,1.027,24.946,41.426,1011.615,11.130,23.855,11.492,0.17,26.734,29.147,26.351,52.363
1633565983.5612063,2021-10-06 20:19:43.561161,-0.068,0.009,1.025,24.946,41.426,1011.615,11.194,23.814,11.487,0.17,26.797,29.014,26.428,52.363
1633565984.5603383,2021-10-06 20:19:44.560307,-0.066,0.019,1.027,24.946,41.426,1011.615,11.410,23.835,11.482,0.17,26.734,29.147,26.389,52.363
1633565985.5580287,2021-10-06 20:19:45.557988,-0.068,0.019,1.031,24.946,41.426,1011.615,11.832,23.835,11.482,0.17,26.734,29.08,26.351,52.363
1633565986.5718653,2021-10-06 20:19:46.571823,-0.064,0.020,1.024,24.946,41.426,1011.615,10.258,23.855,11.508,0.087,26.545,29.014,26.389,52.363
1633565987.5604644,2021-10-06 20:19:47.560425,-0.065,0.020,1.024,24.950,41.366,1011.620,11.732,23.855,11.498,0.17,26.671,29.014,26.351,52.363
1633565988.560136,2021-10-06 20:19:48.560107,-0.065,0.016,1.028,24.950,41.366,1011.620,11.883,23.855,11.508,0.17,26.86,29.08,26.389,52.363
1633565989.5672405,2021-10-06 20:19:49.567194,-0.066,0.021,1.027,24.950,41.366,1011.620,11.067,23.855,11.513,0.254,26.86,29.147,26.428,52.363
1633565990.5721061,2021-10-06 20:19:50.572086,-0.067,0.020,1.024,24.950,41.366,1011.620,10.590,23.855,11.482,0.17,26.671,29.08,26.428,52.363
1633565991.5782547,2021-10-06 20:19:51.578214,-0.066,0.020,1.025,24.950,41.366,1011.620,10.032,23.865,11.492,0.17,26.86,29.08,26.351,52.363
1633565992.5672302,2021-10-06 20:19:52.567194,-0.066,0.022,1.023,24.953,41.348,1011.617,11.387,23.845,11.487,0.087,26.671,29.014,26.351,52.363
1633565993.565587,2021-10-06 20:19:53.565551,-0.059,0.025,1.024,24.953,41.348,1011.617,11.717,23.855,11.487,0.17,26.797,29.08,26.466,52.363
1633565994.5655603,2021-10-06 20:19:54.565525,-0.068,0.020,1.026,24.953,41.348,1011.617,11.853,23.865,11.498,0.17,26.797,29.014,26.389,52.363
1633565995.5693033,2021-10-06 20:19:55.569265,-0.065,0.018,1.026,24.953,41.348,1011.617,11.456,23.845,11.482,0.17,26.923,29.014,26.351,52.363
1633565996.569126,2021-10-06 20:19:56.569093,-0.071,0.017,1.025,24.953,41.348,1011.617,11.587,23.835,11.477,0.17,26.923,29.281,26.543,52.363
1633565997.568109,2021-10-06 20:19:57.568068,-0.069,0.020,1.027,24.956,41.330,1011.617,11.837,23.845,11.492,0.17,26.671,29.014,26.466,52.363
1633565998.5694451,2021-10-06 20:19:58.569402,-0.062,0.018,1.028,24.956,41.330,1011.617,11.755,23.835,11.487,0.17,26.797,29.014,26.351,52.363
1633565999.5695174,2021-10-06 20:19:59.569479,-0.069,0.017,1.029,24.956,41.330,1011.617,11.860,23.845,11.498,0.17,26.608,29.014,26.351,52.363
1633566000.571063,2021-10-06 20:20:00.571024,-0.069,0.021,1.024,24.956,41.330,1011.617,11.766,23.835,11.487,0.17,26.671,28.88,26.351,52.363
1633566001.5714447,2021-10-06 20:20:01.571409,-0.062,0.021,1.025,24.956,41.330,1011.617,11.831,23.835,11.482,0.254,26.797,29.08,26.389,52.363
1633566002.5716257,2021-10-06 20:20:02.571595,-0.064,0.021,1.030,24.958,41.343,1011.618,11.920,23.845,11.482,0.17,26.86,29.08,26.389,52.363
1633566003.5728776,2021-10-06 20:20:03.572850,-0.064,0.014,1.025,24.958,41.343,1011.618,11.856,23.845,11.482,0.17,26.734,29.014,26.389,52.363
1633566004.5810237,2021-10-06 20:20:04.580979,-0.061,0.013,1.019,24.958,41.343,1011.618,10.917,23.845,11.503,0.17,26.671,28.813,26.389,52.363
1633566005.5744457,2021-10-06 20:20:05.574413,-0.060,0.021,1.022,24.958,41.343,1011.618,11.881,23.845,11.492,0.17,26.86,29.214,26.351,52.363
1633566006.575593,2021-10-06 20:20:06.575565,-0.070,0.022,1.027,24.958,41.343,1011.618,11.837,23.804,11.466,0.254,26.797,29.214,26.428,52.363
1633566007.5583289,2021-10-06 20:20:07.558290,-0.070,0.020,1.027,24.961,41.367,1011.607,15.070,23.845,11.498,0.17,26.797,29.08,26.351,52.363
1633566008.5595448,2021-10-06 20:20:08.559504,-0.073,0.020,1.028,24.961,41.367,1011.607,14.997,23.845,11.498,0.17,26.671,29.014,26.389,52.363
1633566009.5554047,2021-10-06 20:20:09.555367,-0.066,0.017,1.024,24.961,41.367,1011.607,16.273,23.845,11.482,0.17,26.734,29.014,26.428,52.363
1633566010.5571308,2021-10-06 20:20:10.557088,-0.067,0.024,1.023,24.961,41.367,1011.607,16.067,23.835,11.482,0.17,26.797,29.147,26.351,52.363
1633566011.5566964,2021-10-06 20:20:11.556656,-0.058,0.039,1.022,24.961,41.367,1011.607,16.429,23.824,11.487,0.17,26.671,29.147,26.428,52.363
1633566012.5634155,2021-10-06 20:20:12.563378,-0.056,0.016,1.031,24.964,41.410,1011.600,15.019,23.804,11.466,0.17,26.671,28.947,26.428,52.363
1633566013.5571995,2021-10-06 20:20:13.557163,-0.061,0.026,1.018,24.964,41.410,1011.600,16.839,23.835,11.477,0.17,26.797,29.014,26.389,52.363
1633566014.5590043,2021-10-06 20:20:14.558976,-0.070,0.016,1.020,24.964,41.410,1011.600,16.594,23.855,11.492,0.17,26.734,28.88,26.389,52.363
1633566015.5602183,2021-10-06 20:20:15.560195,-0.068,0.027,1.023,24.964,41.410,1011.600,16.589,23.804,11.466,0.254,26.923,29.214,26.389,52.363
1633566016.560387,2021-10-06 20:20:16.560353,-0.066,0.026,1.023,24.964,41.410,1011.600,16.797,23.804,11.472,0.254,26.923,29.281,26.466,52.363
1633566017.5627425,2021-10-06 20:20:17.562713,-0.060,0.023,1.023,24.964,41.410,1011.600,16.412,23.855,11.487,0.17,26.797,29.214,26.466,52.363
1633566018.5634334,2021-10-06 20:20:18.563404,-0.066,0.023,1.026,24.967,41.441,1011.600,16.503,23.845,11.487,0.17,26.608,29.014,26.389,52.363
1633566019.5630023,2021-10-06 20:20:19.562970,-0.082,0.027,1.031,24.967,41.441,1011.600,16.891,23.855,11.487,0.17,26.797,29.014,26.504,52.363
1633566020.5655377,2021-10-06 20:20:20.565504,-0.066,0.027,1.026,24.967,41.441,1011.600,16.456,23.824,11.487,0.17,26.797,29.08,26.466,52.363
1633566021.5658615,2021-10-06 20:20:21.565821,-0.065,0.028,1.025,24.967,41.441,1011.600,16.637,23.855,11.492,0.254,26.797,29.014,26.389,52.363
1633566022.5682893,2021-10-06 20:20:22.568254,-0.061,0.021,1.023,24.967,41.441,1011.600,16.289,23.855,11.482,0.254,26.671,29.014,26.428,52.363
1633566023.5675611,2021-10-06 20:20:23.567524,-0.066,0.026,1.024,24.971,41.453,1011.599,16.759,23.794,11.466,0.254,26.923,29.281,26.581,52.363
1633566024.5748477,2021-10-06 20:20:24.574811,-0.072,0.021,1.025,24.971,41.453,1011.599,15.156,23.773,11.466,0.17,27.112,29.214,26.581,52.363
1633566025.5710187,2021-10-06 20:20:25.570984,-0.063,0.020,1.031,24.971,41.453,1011.599,16.345,23.855,11.487,0.17,26.797,29.08,26.428,52.363
1633566026.570806,2021-10-06 20:20:26.570771,-0.054,0.017,1.026,24.971,41.453,1011.599,16.677,23.814,11.492,0.254,26.797,29.147,26.389,52.363
1633566027.5702543,2021-10-06 20:20:27.570225,-0.068,0.032,1.020,24.971,41.453,1011.599,17.072,23.855,11.498,0.17,26.671,29.147,26.389,52.363
1633566028.5716853,2021-10-06 20:20:28.571660,-0.065,0.022,1.026,24.975,41.423,1011.598,16.931,23.845,11.498,0.17,26.797,29.147,26.351,52.363
1633566029.5738919,2021-10-06 20:20:29.573851,-0.065,0.020,1.023,24.975,41.423,1011.598,16.581,23.835,11.492,0.17,26.797,29.08,26.351,52.363
1633566030.6686442,2021-10-06 20:20:30.668623,-0.064,0.024,1.026,24.975,41.423,1011.598,6.484,23.804,11.482,0.17,26.734,29.014,26.389,52.363
1633566031.5675669,2021-10-06 20:20:31.567517,-0.063,0.025,1.024,24.975,41.423,1011.598,19.147,23.845,11.508,0.17,26.671,29.08,26.351,52.363
1633566032.5799425,2021-10-06 20:20:32.579905,-0.066,0.025,1.022,24.975,41.423,1011.598,15.699,23.845,11.508,0.17,26.797,29.08,26.428,52.363
1633566033.5768483,2021-10-06 20:20:33.576816,-0.062,0.027,1.024,24.978,41.405,1011.600,16.759,23.835,11.487,0.17,26.797,29.147,26.466,52.363
1633566034.5762784,2021-10-06 20:20:34.576256,-0.064,0.023,1.027,24.978,41.405,1011.600,17.193,23.814,11.482,0.17,26.734,29.08,26.504,52.363
1633566035.5533638,2021-10-06 20:20:35.553329,-0.063,0.025,1.027,24.978,41.405,1011.600,29.009,23.865,11.482,0.17,26.797,29.147,26.389,52.363
1633566036.5548437,2021-10-06 20:20:36.554810,-0.066,0.030,1.027,24.978,41.405,1011.600,28.711,23.865,11.513,0.17,26.86,28.947,26.351,52.363
1633566037.5742908,2021-10-06 20:20:37.574260,-0.065,0.025,1.025,24.978,41.405,1011.600,18.734,23.814,11.461,0.17,26.986,29.281,26.543,52.363
1633566038.6572354,2021-10-06 20:20:38.657197,-0.066,0.022,1.027,24.980,41.375,1011.595,7.383,23.865,11.466,0.254,26.734,29.214,26.466,52.363
1633566039.670544,2021-10-06 20:20:39.670515,-0.063,0.020,1.029,24.980,41.375,1011.595,6.749,23.835,11.472,0.17,26.923,29.147,26.389,52.363
1633566040.657751,2021-10-06 20:20:40.657730,-0.060,0.024,1.027,24.980,41.375,1011.595,7.415,23.845,11.487,0.17,26.734,29.08,26.351,52.363
1633566041.660802,2021-10-06 20:20:41.660771,-0.062,0.023,1.027,24.980,41.375,1011.595,7.277,23.773,11.466,0.17,26.923,29.281,26.696,52.363
1633566042.6595118,2021-10-06 20:20:42.659479,-0.060,0.022,1.025,24.980,41.375,1011.595,7.375,23.845,11.477,0.17,26.797,29.08,26.466,52.363
1633566043.6544676,2021-10-06 20:20:43.654437,-0.057,0.021,1.025,24.982,41.345,1011.600,7.693,23.824,11.477,0.17,26.797,29.281,26.581,52.363
1633566044.660913,2021-10-06 20:20:44.660880,-0.069,0.029,1.023,24.982,41.345,1011.600,7.364,23.845,11.492,0.17,26.86,29.08,26.389,52.363
1633566045.6651473,2021-10-06 20:20:45.665113,-0.065,0.022,1.027,24.982,41.345,1011.600,7.175,23.804,11.461,0.254,26.923,29.214,26.504,52.363
1633566046.665258,2021-10-06 20:20:46.665216,-0.063,0.018,1.025,24.982,41.345,1011.600,7.204,23.814,11.472,0.42,26.923,29.214,26.543,52.363
1633566047.662604,2021-10-06 20:20:47.662565,-0.063,0.023,1.025,24.982,41.345,1011.600,7.376,23.845,11.487,0.17,26.734,29.147,26.466,52.363
1633566048.668861,2021-10-06 20:20:48.668838,-0.061,0.022,1.026,24.984,41.315,1011.601,7.083,23.865,11.492,0.17,26.86,29.08,26.389,52.363
1633566049.6624482,2021-10-06 20:20:49.662336,-0.066,0.020,1.025,24.984,41.315,1011.601,7.450,23.814,11.472,0.42,27.112,29.214,26.389,52.363
1633566050.6543365,2021-10-06 20:20:50.654305,-0.066,0.024,1.025,24.984,41.315,1011.601,8.818,23.855,11.477,0.17,26.986,29.214,26.466,52.363
1633566051.6761343,2021-10-06 20:20:51.676095,-0.061,0.020,1.026,24.984,41.315,1011.601,7.429,23.855,11.487,0.17,26.797,29.214,26.428,52.363
1633566052.6769726,2021-10-06 20:20:52.676936,-0.063,0.021,1.023,24.984,41.315,1011.601,7.416,23.835,11.487,0.17,26.797,29.214,26.428,52.363
1633566053.6806734,2021-10-06 20:20:53.680647,-0.067,0.019,1.024,24.986,41.327,1011.604,7.247,23.835,11.487,0.17,26.734,29.014,26.351,52.363
1633566054.6529167,2021-10-06 20:20:54.652890,-0.065,0.021,1.029,24.986,41.327,1011.604,9.124,23.814,11.487,0.254,26.986,29.214,26.504,52.363
1633566055.6594377,2021-10-06 20:20:55.659409,-0.063,0.019,1.028,24.986,41.327,1011.604,8.654,23.824,11.492,0.17,26.734,29.08,26.389,52.363
1633566056.6625817,2021-10-06 20:20:56.662547,-0.062,0.020,1.023,24.986,41.327,1011.604,8.473,23.804,11.466,0.337,26.923,29.214,26.466,52.363
1633566057.654907,2021-10-06 20:20:57.654870,-0.060,0.015,1.036,24.986,41.327,1011.604,9.117,23.814,11.477,0.17,26.734,29.014,26.428,52.363
1633566058.657467,2021-10-06 20:20:58.657426,-0.073,0.023,1.025,24.986,41.327,1011.604,8.969,23.845,11.482,0.17,26.86,29.147,26.389,52.363
1633566059.6561987,2021-10-06 20:20:59.656160,-0.066,0.021,1.023,24.989,41.334,1011.606,9.129,23.865,11.513,0.17,26.608,29.014,26.389,52.363
1633566060.6561453,2021-10-06 20:21:00.656108,-0.064,0.017,1.027,24.989,41.334,1011.606,9.193,23.804,11.461,0.17,26.86,29.214,26.504,52.363
1633566061.6574638,2021-10-06 20:21:01.657427,-0.060,0.019,1.024,24.989,41.334,1011.606,9.138,23.814,11.472,0.254,26.923,29.08,26.428,52.363
1633566062.6599064,2021-10-06 20:21:02.659868,-0.071,0.025,1.026,24.989,41.334,1011.606,8.994,23.855,11.498,0.254,26.86,28.88,26.428,52.363
1633566063.6699758,2021-10-06 20:21:03.669942,-0.066,0.019,1.029,24.989,41.334,1011.606,8.296,23.794,11.461,0.254,26.923,29.214,26.466,52.363
1633566064.6716316,2021-10-06 20:21:04.671594,-0.064,0.019,1.026,24.992,41.365,1011.608,8.230,23.835,11.487,0.17,26.734,29.147,26.389,52.363
1633566065.6589944,2021-10-06 20:21:05.658971,-0.063,0.015,1.024,24.992,41.365,1011.608,9.237,23.845,11.477,0.17,26.86,29.147,26.428,52.363
1633566066.6608531,2021-10-06 20:21:06.660827,-0.064,0.020,1.024,24.992,41.365,1011.608,9.136,23.855,11.498,0.17,26.734,29.214,26.351,52.363
1633566067.6665828,2021-10-06 20:21:07.666535,-0.066,0.019,1.026,24.992,41.365,1011.608,8.738,23.835,11.487,0.17,26.797,29.08,26.466,52.363
1633566068.6664317,2021-10-06 20:21:08.666385,-0.066,0.020,1.026,24.992,41.365,1011.608,8.809,23.855,11.487,0.17,26.797,29.08,26.428,52.363
1633566069.6729686,2021-10-06 20:21:09.672927,-0.069,0.013,1.024,24.994,41.383,1011.605,8.380,23.804,11.472,0.17,26.986,29.281,26.543,52.363
1633566070.6678574,2021-10-06 20:21:10.667820,-0.064,0.022,1.024,24.994,41.383,1011.605,8.817,23.814,11.492,0.17,26.923,29.147,26.466,52.363
1633566071.6637712,2021-10-06 20:21:11.663735,-0.072,0.018,1.023,24.994,41.383,1011.605,9.206,23.855,11.498,0.17,26.923,29.08,26.389,52.363
1633566072.6650481,2021-10-06 20:21:12.665016,-0.064,0.015,1.025,24.994,41.383,1011.605,9.159,23.855,11.492,0.17,26.671,29.08,26.466,52.363
1633566073.6651428,2021-10-06 20:21:13.665108,-0.063,0.016,1.024,24.994,41.383,1011.605,9.212,23.855,11.492,0.17,26.86,29.147,26.351,52.363
1633566074.6676505,2021-10-06 20:21:14.667611,-0.061,0.013,1.028,24.996,41.389,1011.599,9.061,23.855,11.477,0.17,26.86,29.147,26.428,52.363
1633566075.6672132,2021-10-06 20:21:15.667174,-0.062,0.022,1.026,24.996,41.389,1011.599,9.153,23.835,11.477,0.17,26.86,29.214,26.543,52.363
1633566076.6688163,2021-10-06 20:21:16.668783,-0.058,0.020,1.026,24.996,41.389,1011.599,9.080,23.865,11.498,0.17,26.923,29.147,26.428,52.363
1633566077.6725588,2021-10-06 20:21:17.672525,-0.070,0.026,1.022,24.996,41.389,1011.599,8.838,23.835,11.487,0.17,26.734,29.014,26.504,52.363
1633566078.6745644,2021-10-06 20:21:18.674533,-0.068,0.016,1.026,24.996,41.389,1011.599,8.743,23.845,11.492,0.17,26.797,29.147,26.351,52.363
1633566079.67118,2021-10-06 20:21:19.671150,-0.064,0.019,1.031,24.998,41.389,1011.598,9.063,23.835,11.498,0.17,26.671,29.08,26.351,52.363
1633566080.6706753,2021-10-06 20:21:20.670632,-0.074,0.014,1.028,24.998,41.389,1011.598,9.163,23.835,11.477,0.17,26.797,29.08,26.389,52.363
1633566081.6713362,2021-10-06 20:21:21.671302,-0.063,0.021,1.029,24.998,41.389,1011.598,9.167,23.845,11.492,0.17,26.86,29.08,26.389,52.363
1633566082.676535,2021-10-06 20:21:22.676494,-0.067,0.018,1.027,24.998,41.389,1011.598,8.801,23.824,11.492,0.17,26.86,29.214,26.466,52.363
1633566083.673251,2021-10-06 20:21:23.673211,-0.063,0.015,1.028,24.998,41.389,1011.598,9.122,23.835,11.487,0.17,26.86,29.08,26.351,52.363
1633566084.6782815,2021-10-06 20:21:24.678243,-0.065,0.013,1.023,25.000,41.371,1011.601,8.776,23.804,11.492,0.17,26.923,29.08,26.543,52.363
1633566085.6741335,2021-10-06 20:21:25.674098,-0.061,0.019,1.020,25.000,41.371,1011.601,9.166,23.814,11.492,0.17,27.112,29.214,26.543,52.363
1633566086.676448,2021-10-06 20:21:26.676413,-0.061,0.016,1.030,25.000,41.371,1011.601,9.035,23.835,11.498,0.17,26.797,29.014,26.466,52.363
1633566087.6601772,2021-10-06 20:21:27.660138,-0.060,0.016,1.025,25.000,41.371,1011.601,10.672,23.835,11.492,0.17,26.86,29.214,26.543,52.363
1633566088.653664,2021-10-06 20:21:28.653617,-0.063,0.022,1.023,25.000,41.371,1011.601,11.559,23.855,11.487,0.17,26.86,29.214,26.428,52.363
1633566089.6639144,2021-10-06 20:21:29.663879,-0.073,0.018,1.025,25.000,41.371,1011.601,10.415,23.814,11.472,0.17,26.923,29.281,26.428,52.363
1633566090.6536558,2021-10-06 20:21:30.653618,-0.072,0.025,1.025,25.001,41.341,1011.598,11.772,23.835,11.492,0.17,26.797,28.88,26.389,52.363
1633566091.6535947,2021-10-06 20:21:31.653564,-0.064,0.013,1.025,25.001,41.341,1011.598,11.891,23.835,11.487,0.17,26.671,29.08,26.389,52.363
1633566092.653493,2021-10-06 20:21:32.653460,-0.074,0.015,1.024,25.001,41.341,1011.598,12.022,23.835,11.487,0.17,26.671,29.014,26.389,52.363
1633566093.6654942,2021-10-06 20:21:33.665460,-0.072,0.023,1.021,25.001,41.341,1011.598,10.597,23.845,11.492,0.17,26.671,28.813,26.428,52.363
1633566094.656856,2021-10-06 20:21:34.656818,-0.049,0.026,1.022,25.001,41.341,1011.598,11.778,23.855,11.513,0.17,26.671,29.147,26.466,52.363
1633566095.6560414,2021-10-06 20:21:35.656002,-0.074,0.024,1.023,25.002,41.305,1011.600,12.010,23.845,11.477,0.17,26.797,29.08,26.428,52.363
1633566096.6590042,2021-10-06 20:21:36.658968,-0.066,0.032,1.020,25.002,41.305,1011.600,11.707,23.845,11.487,0.17,26.797,29.08,26.428,52.363
1633566097.6604915,2021-10-06 20:21:37.660450,-0.066,0.021,1.024,25.002,41.305,1011.600,11.615,23.845,11.487,0.17,26.734,29.014,26.504,52.363
1633566098.659037,2021-10-06 20:21:38.659003,-0.076,0.006,1.023,25.002,41.305,1011.600,11.903,23.835,11.487,0.17,26.797,29.014,26.389,52.363
1633566099.660297,2021-10-06 20:21:39.660255,-0.067,0.024,1.025,25.002,41.305,1011.600,11.842,23.855,11.498,0.17,26.797,29.08,26.389,52.363
1633566100.6632972,2021-10-06 20:21:40.663261,-0.060,0.019,1.022,25.005,41.275,1011.594,11.538,23.845,11.487,0.17,26.734,29.014,26.389,52.363
1633566101.6615748,2021-10-06 20:21:41.661533,-0.073,0.006,1.024,25.005,41.275,1011.594,11.884,23.855,11.477,0.17,26.797,29.08,26.389,52.363
1633566102.664097,2021-10-06 20:21:42.664058,-0.056,0.010,1.023,25.005,41.275,1011.594,11.652,23.814,11.477,0.17,26.734,29.08,26.351,52.363
1633566103.665036,2021-10-06 20:21:43.665007,-0.066,0.016,1.020,25.005,41.275,1011.594,11.657,23.855,11.513,0.17,26.797,29.08,26.351,52.363
1633566104.6637254,2021-10-06 20:21:44.663696,-0.065,0.014,1.031,25.005,41.275,1011.594,11.943,23.814,11.472,0.17,26.734,29.214,26.428,52.363
1633566105.6681693,2021-10-06 20:21:45.668096,-0.059,0.018,1.023,25.006,41.269,1011.603,11.438,23.845,11.487,0.17,26.923,29.08,26.351,52.363
1633566106.6670172,2021-10-06 20:21:46.666985,-0.075,-0.008,1.035,25.006,41.269,1011.603,11.696,23.824,11.482,0.17,26.671,29.214,26.428,52.363
1633566107.666596,2021-10-06 20:21:47.666558,-0.069,0.013,1.024,25.006,41.269,1011.603,11.874,23.804,11.461,0.254,26.923,29.014,26.351,52.363
1633566108.66789,2021-10-06 20:21:48.667852,-0.073,0.009,1.031,25.006,41.269,1011.603,11.823,23.845,11.498,0.17,26.797,29.147,26.351,52.363
1633566109.667885,2021-10-06 20:21:49.667850,-0.072,0.022,1.023,25.006,41.269,1011.603,11.937,23.835,11.482,0.254,26.86,29.214,26.428,52.363
1633566110.7229474,2021-10-06 20:21:50.722915,-0.070,0.013,1.028,25.008,41.287,1011.601,7.241,23.855,11.498,0.17,26.734,29.08,26.351,52.363
1633566111.6697311,2021-10-06 20:21:51.669691,-0.079,0.011,1.030,25.008,41.287,1011.601,11.890,23.804,11.466,0.17,27.049,29.281,26.543,52.363
